company_code,company_name,fiscal_year,fiscal_period,pl_section,account_group,account_group_name,amount_group_currency,line_count,manual_line_count
NS10,NovaSpace España S.A.,2025,14,OTHER,OTH,Other operating,69205.27,101,101
NS10,NovaSpace España S.A.,2026,1,COST_OF_SALES,MAT,Material,6358695.58,2112,126
NS10,NovaSpace España S.A.,2026,1,COST_OF_SALES,PER,Personnel,664773.78,518,174
NS10,NovaSpace España S.A.,2026,1,COST_OF_SALES,SUB,Subcontracting,10909131.49,1508,191
NS10,NovaSpace España S.A.,2026,1,OPERATING_EXPENSES,DEP,Depreciation,658794.83,317,0
NS10,NovaSpace España S.A.,2026,1,OPERATING_EXPENSES,OVH,Overhead,927787.39,1241,172
NS10,NovaSpace España S.A.,2026,1,OTHER,OTH,Other operating,89317.96,201,201
NS10,NovaSpace España S.A.,2026,1,REVENUE,REV,Revenue,-18383071.39,785,0
NS10,NovaSpace España S.A.,2026,2,COST_OF_SALES,MAT,Material,5332558.56,1775,96
NS10,NovaSpace España S.A.,2026,2,COST_OF_SALES,PER,Personnel,801466.34,562,186
NS10,NovaSpace España S.A.,2026,2,COST_OF_SALES,SUB,Subcontracting,9506192.28,1315,184
NS10,NovaSpace España S.A.,2026,2,OPERATING_EXPENSES,DEP,Depreciation,627922.74,295,0
NS10,NovaSpace España S.A.,2026,2,OPERATING_EXPENSES,OVH,Overhead,878949.55,1165,175
NS10,NovaSpace España S.A.,2026,2,OTHER,OTH,Other operating,61743.3,165,165
NS10,NovaSpace España S.A.,2026,2,REVENUE,REV,Revenue,-18888996.05,795,0
NS10,NovaSpace España S.A.,2026,3,COST_OF_SALES,MAT,Material,6127135.21,1974,122
NS10,NovaSpace España S.A.,2026,3,COST_OF_SALES,PER,Personnel,788315.17,571,224
NS10,NovaSpace España S.A.,2026,3,COST_OF_SALES,SUB,Subcontracting,10461512.61,1352,177
NS10,NovaSpace España S.A.,2026,3,OPERATING_EXPENSES,DEP,Depreciation,592129.27,284,0
NS10,NovaSpace España S.A.,2026,3,OPERATING_EXPENSES,OVH,Overhead,995379.86,1283,175
NS10,NovaSpace España S.A.,2026,3,OTHER,OTH,Other operating,81366.44,179,179
NS10,NovaSpace España S.A.,2026,3,REVENUE,REV,Revenue,-20870836.29,842,0
NS10,NovaSpace España S.A.,2026,4,COST_OF_SALES,MAT,Material,7244931.83,2249,116
NS10,NovaSpace España S.A.,2026,4,COST_OF_SALES,PER,Personnel,884317.41,610,204
NS10,NovaSpace España S.A.,2026,4,COST_OF_SALES,SUB,Subcontracting,11736987.64,1571,214
NS10,NovaSpace España S.A.,2026,4,OPERATING_EXPENSES,DEP,Depreciation,683512.52,312,0
NS10,NovaSpace España S.A.,2026,4,OPERATING_EXPENSES,OVH,Overhead,1012572.34,1349,204
NS10,NovaSpace España S.A.,2026,4,OTHER,OTH,Other operating,92606.42,214,214
NS10,NovaSpace España S.A.,2026,4,REVENUE,REV,Revenue,-21753600.53,885,0
NS10,NovaSpace España S.A.,2026,5,COST_OF_SALES,MAT,Material,6702148.99,2106,110
NS10,NovaSpace España S.A.,2026,5,COST_OF_SALES,PER,Personnel,713808.71,538,202
NS10,NovaSpace España S.A.,2026,5,COST_OF_SALES,SUB,Subcontracting,10398219.08,1464,211
NS10,NovaSpace España S.A.,2026,5,OPERATING_EXPENSES,DEP,Depreciation,618319.47,299,0
NS10,NovaSpace España S.A.,2026,5,OPERATING_EXPENSES,OVH,Overhead,940753.08,1252,188
NS10,NovaSpace España S.A.,2026,5,OTHER,OTH,Other operating,70109.75,182,182
NS10,NovaSpace España S.A.,2026,5,REVENUE,REV,Revenue,-22630052.75,795,0
NS10,NovaSpace España S.A.,2026,6,COST_OF_SALES,MAT,Material,6010741.69,1974,96
NS10,NovaSpace España S.A.,2026,6,COST_OF_SALES,PER,Personnel,667959.85,498,165
NS10,NovaSpace España S.A.,2026,6,COST_OF_SALES,SUB,Subcontracting,9657932.74,1315,175
NS10,NovaSpace España S.A.,2026,6,OPERATING_EXPENSES,DEP,Depreciation,498361.76,233,0
NS10,NovaSpace España S.A.,2026,6,OPERATING_EXPENSES,OVH,Overhead,901423.81,1189,191
NS10,NovaSpace España S.A.,2026,6,OTHER,OTH,Other operating,62293.39,192,192
NS10,NovaSpace España S.A.,2026,6,REVENUE,REV,Revenue,-17436546.09,739,0
NS20,NovaSpace France S.A.S.,2023,1,COST_OF_SALES,MAT,Material,6999435.79,2361,121
NS20,NovaSpace France S.A.S.,2023,1,COST_OF_SALES,PER,Personnel,884400.84,592,175
NS20,NovaSpace France S.A.S.,2023,1,COST_OF_SALES,SUB,Subcontracting,11481031.71,1543,170
NS20,NovaSpace France S.A.S.,2023,1,OPERATING_EXPENSES,DEP,Depreciation,676831.53,343,0
NS20,NovaSpace France S.A.S.,2023,1,OPERATING_EXPENSES,OVH,Overhead,1054817.65,1377,174
NS20,NovaSpace France S.A.S.,2023,1,OTHER,OTH,Other operating,113756.78,178,178
NS20,NovaSpace France S.A.S.,2023,1,REVENUE,REV,Revenue,-23716085.1,864,0
NS20,NovaSpace France S.A.S.,2023,2,COST_OF_SALES,MAT,Material,7016397.73,2316,120
NS20,NovaSpace France S.A.S.,2023,2,COST_OF_SALES,PER,Personnel,943318.36,694,217
NS20,NovaSpace France S.A.S.,2023,2,COST_OF_SALES,SUB,Subcontracting,11051121.97,1617,196
NS20,NovaSpace France S.A.S.,2023,2,OPERATING_EXPENSES,DEP,Depreciation,805966.93,372,0
NS20,NovaSpace France S.A.S.,2023,2,OPERATING_EXPENSES,OVH,Overhead,1099478.82,1462,230
NS20,NovaSpace France S.A.S.,2023,2,OTHER,OTH,Other operating,90461.53,215,215
NS20,NovaSpace France S.A.S.,2023,2,REVENUE,REV,Revenue,-23574265.03,844,0
NS20,NovaSpace France S.A.S.,2023,3,COST_OF_SALES,MAT,Material,6511860.39,2191,114
NS20,NovaSpace France S.A.S.,2023,3,COST_OF_SALES,PER,Personnel,780937.15,594,229
NS20,NovaSpace France S.A.S.,2023,3,COST_OF_SALES,SUB,Subcontracting,10624727.63,1477,219
NS20,NovaSpace France S.A.S.,2023,3,OPERATING_EXPENSES,DEP,Depreciation,684301.75,315,0
NS20,NovaSpace France S.A.S.,2023,3,OPERATING_EXPENSES,OVH,Overhead,951525.83,1325,216
NS20,NovaSpace France S.A.S.,2023,3,OTHER,OTH,Other operating,64153.99,211,211
NS20,NovaSpace France S.A.S.,2023,3,REVENUE,REV,Revenue,-22643783.35,838,0
NS20,NovaSpace France S.A.S.,2023,4,COST_OF_SALES,MAT,Material,7155248.14,2441,114
NS20,NovaSpace France S.A.S.,2023,4,COST_OF_SALES,PER,Personnel,838037.47,617,237
NS20,NovaSpace France S.A.S.,2023,4,COST_OF_SALES,SUB,Subcontracting,12019443.97,1690,221
NS20,NovaSpace France S.A.S.,2023,4,OPERATING_EXPENSES,DEP,Depreciation,739257.57,366,0
NS20,NovaSpace France S.A.S.,2023,4,OPERATING_EXPENSES,OVH,Overhead,1047056.97,1459,239
NS20,NovaSpace France S.A.S.,2023,4,OTHER,OTH,Other operating,78762.73,224,224
NS20,NovaSpace France S.A.S.,2023,4,REVENUE,REV,Revenue,-25330960.53,872,0
NS20,NovaSpace France S.A.S.,2023,5,COST_OF_SALES,MAT,Material,7287452.29,2427,138
NS20,NovaSpace France S.A.S.,2023,5,COST_OF_SALES,PER,Personnel,864851.39,663,229
NS20,NovaSpace France S.A.S.,2023,5,COST_OF_SALES,SUB,Subcontracting,11594074.08,1721,229
NS20,NovaSpace France S.A.S.,2023,5,OPERATING_EXPENSES,DEP,Depreciation,711738.07,347,0
NS20,NovaSpace France S.A.S.,2023,5,OPERATING_EXPENSES,OVH,Overhead,1139568.68,1538,219
NS20,NovaSpace France S.A.S.,2023,5,OTHER,OTH,Other operating,89797.84,227,227
NS20,NovaSpace France S.A.S.,2023,5,REVENUE,REV,Revenue,-23528141.32,834,0
NS20,NovaSpace France S.A.S.,2023,6,COST_OF_SALES,MAT,Material,6950453.2,2334,125
NS20,NovaSpace France S.A.S.,2023,6,COST_OF_SALES,PER,Personnel,774339.92,577,206
NS20,NovaSpace France S.A.S.,2023,6,COST_OF_SALES,SUB,Subcontracting,11388430.26,1605,203
NS20,NovaSpace France S.A.S.,2023,6,OPERATING_EXPENSES,DEP,Depreciation,672098.84,327,0
NS20,NovaSpace France S.A.S.,2023,6,OPERATING_EXPENSES,OVH,Overhead,998023.05,1359,230
NS20,NovaSpace France S.A.S.,2023,6,OTHER,OTH,Other operating,80781.73,219,219
NS20,NovaSpace France S.A.S.,2023,6,REVENUE,REV,Revenue,-22321765.69,800,0
NS20,NovaSpace France S.A.S.,2023,7,COST_OF_SALES,MAT,Material,6076990.45,2044,97
NS20,NovaSpace France S.A.S.,2023,7,COST_OF_SALES,PER,Personnel,742445.46,566,201
NS20,NovaSpace France S.A.S.,2023,7,COST_OF_SALES,SUB,Subcontracting,10171599.44,1500,186
NS20,NovaSpace France S.A.S.,2023,7,OPERATING_EXPENSES,DEP,Depreciation,573580.04,287,0
NS20,NovaSpace France S.A.S.,2023,7,OPERATING_EXPENSES,OVH,Overhead,917241.23,1267,178
NS20,NovaSpace France S.A.S.,2023,7,OTHER,OTH,Other operating,59089.12,178,178
NS20,NovaSpace France S.A.S.,2023,7,REVENUE,REV,Revenue,-21017023.41,761,0
NS20,NovaSpace France S.A.S.,2023,8,COST_OF_SALES,MAT,Material,7033476.93,2329,125
NS20,NovaSpace France S.A.S.,2023,8,COST_OF_SALES,PER,Personnel,825520.03,622,224
NS20,NovaSpace France S.A.S.,2023,8,COST_OF_SALES,SUB,Subcontracting,11846509.23,1654,236
NS20,NovaSpace France S.A.S.,2023,8,OPERATING_EXPENSES,DEP,Depreciation,672328.19,336,0
NS20,NovaSpace France S.A.S.,2023,8,OPERATING_EXPENSES,OVH,Overhead,1129026.58,1501,205
NS20,NovaSpace France S.A.S.,2023,8,OTHER,OTH,Other operating,89226.12,204,204
NS20,NovaSpace France S.A.S.,2023,8,REVENUE,REV,Revenue,-25501516.71,874,0
NS20,NovaSpace France S.A.S.,2023,9,COST_OF_SALES,MAT,Material,7141464.11,2406,144
NS20,NovaSpace France S.A.S.,2023,9,COST_OF_SALES,PER,Personnel,969468.12,711,299
NS20,NovaSpace France S.A.S.,2023,9,COST_OF_SALES,SUB,Subcontracting,12164368.74,1772,294
NS20,NovaSpace France S.A.S.,2023,9,OPERATING_EXPENSES,DEP,Depreciation,753567.84,374,0
NS20,NovaSpace France S.A.S.,2023,9,OPERATING_EXPENSES,OVH,Overhead,1101612.7,1516,256
NS20,NovaSpace France S.A.S.,2023,9,OTHER,OTH,Other operating,101321.42,249,249
NS20,NovaSpace France S.A.S.,2023,9,REVENUE,REV,Revenue,-23642344.51,824,0
NS20,NovaSpace France S.A.S.,2023,10,COST_OF_SALES,MAT,Material,6200494.83,2108,132
NS20,NovaSpace France S.A.S.,2023,10,COST_OF_SALES,PER,Personnel,783356.1,628,231
NS20,NovaSpace France S.A.S.,2023,10,COST_OF_SALES,SUB,Subcontracting,10463016.08,1567,232
NS20,NovaSpace France S.A.S.,2023,10,OPERATING_EXPENSES,DEP,Depreciation,699148.32,343,0
NS20,NovaSpace France S.A.S.,2023,10,OPERATING_EXPENSES,OVH,Overhead,907159.43,1295,243
NS20,NovaSpace France S.A.S.,2023,10,OTHER,OTH,Other operating,80297.39,205,205
NS20,NovaSpace France S.A.S.,2023,10,REVENUE,REV,Revenue,-20944258.82,745,0
NS20,NovaSpace France S.A.S.,2023,11,COST_OF_SALES,MAT,Material,7030389.15,2358,145
NS20,NovaSpace France S.A.S.,2023,11,COST_OF_SALES,PER,Personnel,1035999.57,752,265
NS20,NovaSpace France S.A.S.,2023,11,COST_OF_SALES,SUB,Subcontracting,12271354.1,1762,253
NS20,NovaSpace France S.A.S.,2023,11,OPERATING_EXPENSES,DEP,Depreciation,774913.24,387,0
NS20,NovaSpace France S.A.S.,2023,11,OPERATING_EXPENSES,OVH,Overhead,1080784.48,1488,272
NS20,NovaSpace France S.A.S.,2023,11,OTHER,OTH,Other operating,86610.57,232,232
NS20,NovaSpace France S.A.S.,2023,11,REVENUE,REV,Revenue,-21159708.86,731,0
NS20,NovaSpace France S.A.S.,2023,12,COST_OF_SALES,MAT,Material,7136158.25,2404,133
NS20,NovaSpace France S.A.S.,2023,12,COST_OF_SALES,PER,Personnel,872434.43,682,262
NS20,NovaSpace France S.A.S.,2023,12,COST_OF_SALES,SUB,Subcontracting,11773899.84,1691,246
NS20,NovaSpace France S.A.S.,2023,12,OPERATING_EXPENSES,DEP,Depreciation,779477.76,383,0
NS20,NovaSpace France S.A.S.,2023,12,OPERATING_EXPENSES,OVH,Overhead,1061079.9,1466,243
NS20,NovaSpace France S.A.S.,2023,12,OTHER,OTH,Other operating,95478.88,248,248
NS20,NovaSpace France S.A.S.,2023,12,REVENUE,REV,Revenue,-21210287.38,864,0
NS20,NovaSpace France S.A.S.,2023,13,COST_OF_SALES,MAT,Material,155979.03,55,55
NS20,NovaSpace France S.A.S.,2023,13,COST_OF_SALES,PER,Personnel,202332.31,130,130
NS20,NovaSpace France S.A.S.,2023,13,COST_OF_SALES,SUB,Subcontracting,1226670.15,164,164
NS20,NovaSpace France S.A.S.,2023,13,OPERATING_EXPENSES,OVH,Overhead,89687.42,131,131
NS20,NovaSpace France S.A.S.,2023,13,OTHER,OTH,Other operating,92188.34,157,157
NS20,NovaSpace France S.A.S.,2023,14,COST_OF_SALES,MAT,Material,203679.5,71,71
NS20,NovaSpace France S.A.S.,2023,14,COST_OF_SALES,PER,Personnel,221459.73,143,143
NS20,NovaSpace France S.A.S.,2023,14,COST_OF_SALES,SUB,Subcontracting,979064.52,136,136
NS20,NovaSpace France S.A.S.,2023,14,OPERATING_EXPENSES,OVH,Overhead,118294.83,149,149
NS20,NovaSpace France S.A.S.,2023,14,OTHER,OTH,Other operating,96215.47,152,152
NS20,NovaSpace France S.A.S.,2024,1,COST_OF_SALES,MAT,Material,6890305.57,2320,145
NS20,NovaSpace France S.A.S.,2024,1,COST_OF_SALES,PER,Personnel,805009.04,645,239
NS20,NovaSpace France S.A.S.,2024,1,COST_OF_SALES,SUB,Subcontracting,11388813.38,1645,222
NS20,NovaSpace France S.A.S.,2024,1,OPERATING_EXPENSES,DEP,Depreciation,690190.55,339,0
NS20,NovaSpace France S.A.S.,2024,1,OPERATING_EXPENSES,OVH,Overhead,1068068.62,1443,220
NS20,NovaSpace France S.A.S.,2024,1,OTHER,OTH,Other operating,93762.43,249,249
NS20,NovaSpace France S.A.S.,2024,1,REVENUE,REV,Revenue,-21460122.05,834,0
NS20,NovaSpace France S.A.S.,2024,2,COST_OF_SALES,MAT,Material,7308910.2,2422,112
NS20,NovaSpace France S.A.S.,2024,2,COST_OF_SALES,PER,Personnel,892580.74,662,230
NS20,NovaSpace France S.A.S.,2024,2,COST_OF_SALES,SUB,Subcontracting,12369675.04,1772,239
NS20,NovaSpace France S.A.S.,2024,2,OPERATING_EXPENSES,DEP,Depreciation,744805.5,374,0
NS20,NovaSpace France S.A.S.,2024,2,OPERATING_EXPENSES,OVH,Overhead,969101.31,1334,227
NS20,NovaSpace France S.A.S.,2024,2,OTHER,OTH,Other operating,83686.0,239,239
NS20,NovaSpace France S.A.S.,2024,2,REVENUE,REV,Revenue,-22271140.42,791,0
NS20,NovaSpace France S.A.S.,2024,3,COST_OF_SALES,MAT,Material,6537932.48,2227,111
NS20,NovaSpace France S.A.S.,2024,3,COST_OF_SALES,PER,Personnel,847115.51,650,209
NS20,NovaSpace France S.A.S.,2024,3,COST_OF_SALES,SUB,Subcontracting,10835614.27,1562,224
NS20,NovaSpace France S.A.S.,2024,3,OPERATING_EXPENSES,DEP,Depreciation,694629.11,324,0
NS20,NovaSpace France S.A.S.,2024,3,OPERATING_EXPENSES,OVH,Overhead,995180.29,1337,190
NS20,NovaSpace France S.A.S.,2024,3,OTHER,OTH,Other operating,62680.53,204,204
NS20,NovaSpace France S.A.S.,2024,3,REVENUE,REV,Revenue,-21245536.81,708,0
NS20,NovaSpace France S.A.S.,2024,4,COST_OF_SALES,MAT,Material,7298822.21,2420,138
NS20,NovaSpace France S.A.S.,2024,4,COST_OF_SALES,PER,Personnel,957867.92,701,252
NS20,NovaSpace France S.A.S.,2024,4,COST_OF_SALES,SUB,Subcontracting,12195904.65,1747,250
NS20,NovaSpace France S.A.S.,2024,4,OPERATING_EXPENSES,DEP,Depreciation,810834.38,377,0
NS20,NovaSpace France S.A.S.,2024,4,OPERATING_EXPENSES,OVH,Overhead,1135216.78,1536,232
NS20,NovaSpace France S.A.S.,2024,4,OTHER,OTH,Other operating,80127.58,223,223
NS20,NovaSpace France S.A.S.,2024,4,REVENUE,REV,Revenue,-24385012.34,853,0
NS20,NovaSpace France S.A.S.,2024,5,COST_OF_SALES,MAT,Material,7267833.68,2437,136
NS20,NovaSpace France S.A.S.,2024,5,COST_OF_SALES,PER,Personnel,835068.9,648,221
NS20,NovaSpace France S.A.S.,2024,5,COST_OF_SALES,SUB,Subcontracting,11715956.26,1685,230
NS20,NovaSpace France S.A.S.,2024,5,OPERATING_EXPENSES,DEP,Depreciation,709284.49,343,0
NS20,NovaSpace France S.A.S.,2024,5,OPERATING_EXPENSES,OVH,Overhead,1062886.36,1479,218
NS20,NovaSpace France S.A.S.,2024,5,OTHER,OTH,Other operating,107065.47,247,247
NS20,NovaSpace France S.A.S.,2024,5,REVENUE,REV,Revenue,-23276437.99,917,0
NS20,NovaSpace France S.A.S.,2024,6,COST_OF_SALES,MAT,Material,7565262.68,2533,154
NS20,NovaSpace France S.A.S.,2024,6,COST_OF_SALES,PER,Personnel,925532.01,698,225
NS20,NovaSpace France S.A.S.,2024,6,COST_OF_SALES,SUB,Subcontracting,12169100.5,1773,270
NS20,NovaSpace France S.A.S.,2024,6,OPERATING_EXPENSES,DEP,Depreciation,825608.78,397,0
NS20,NovaSpace France S.A.S.,2024,6,OPERATING_EXPENSES,OVH,Overhead,1062334.71,1441,251
NS20,NovaSpace France S.A.S.,2024,6,OTHER,OTH,Other operating,90608.61,230,230
NS20,NovaSpace France S.A.S.,2024,6,REVENUE,REV,Revenue,-24701399.09,935,0
NS20,NovaSpace France S.A.S.,2024,7,COST_OF_SALES,MAT,Material,6228111.11,2140,120
NS20,NovaSpace France S.A.S.,2024,7,COST_OF_SALES,PER,Personnel,819299.77,617,203
NS20,NovaSpace France S.A.S.,2024,7,COST_OF_SALES,SUB,Subcontracting,11071095.99,1541,211
NS20,NovaSpace France S.A.S.,2024,7,OPERATING_EXPENSES,DEP,Depreciation,715430.86,327,0
NS20,NovaSpace France S.A.S.,2024,7,OPERATING_EXPENSES,OVH,Overhead,1006306.67,1379,201
NS20,NovaSpace France S.A.S.,2024,7,OTHER,OTH,Other operating,80558.98,199,199
NS20,NovaSpace France S.A.S.,2024,7,REVENUE,REV,Revenue,-20701239.39,800,0
NS20,NovaSpace France S.A.S.,2024,8,COST_OF_SALES,MAT,Material,7373897.4,2556,127
NS20,NovaSpace France S.A.S.,2024,8,COST_OF_SALES,PER,Personnel,965926.84,663,215
NS20,NovaSpace France S.A.S.,2024,8,COST_OF_SALES,SUB,Subcontracting,11723440.42,1669,195
NS20,NovaSpace France S.A.S.,2024,8,OPERATING_EXPENSES,DEP,Depreciation,790327.85,385,0
NS20,NovaSpace France S.A.S.,2024,8,OPERATING_EXPENSES,OVH,Overhead,1087105.65,1473,236
NS20,NovaSpace France S.A.S.,2024,8,OTHER,OTH,Other operating,91554.42,215,215
NS20,NovaSpace France S.A.S.,2024,8,REVENUE,REV,Revenue,-24252939.67,890,0
NS20,NovaSpace France S.A.S.,2024,9,COST_OF_SALES,MAT,Material,6419409.75,2163,116
NS20,NovaSpace France S.A.S.,2024,9,COST_OF_SALES,PER,Personnel,825655.53,651,222
NS20,NovaSpace France S.A.S.,2024,9,COST_OF_SALES,SUB,Subcontracting,9865332.6,1453,206
NS20,NovaSpace France S.A.S.,2024,9,OPERATING_EXPENSES,DEP,Depreciation,728665.65,346,0
NS20,NovaSpace France S.A.S.,2024,9,OPERATING_EXPENSES,OVH,Overhead,1008834.27,1400,243
NS20,NovaSpace France S.A.S.,2024,9,OTHER,OTH,Other operating,76428.86,209,209
NS20,NovaSpace France S.A.S.,2024,9,REVENUE,REV,Revenue,-22009916.56,787,0
NS20,NovaSpace France S.A.S.,2024,10,COST_OF_SALES,MAT,Material,7657159.08,2595,151
NS20,NovaSpace France S.A.S.,2024,10,COST_OF_SALES,PER,Personnel,1070256.4,736,226
NS20,NovaSpace France S.A.S.,2024,10,COST_OF_SALES,SUB,Subcontracting,12652222.95,1751,221
NS20,NovaSpace France S.A.S.,2024,10,OPERATING_EXPENSES,DEP,Depreciation,765478.68,368,0
NS20,NovaSpace France S.A.S.,2024,10,OPERATING_EXPENSES,OVH,Overhead,1231623.91,1625,238
NS20,NovaSpace France S.A.S.,2024,10,OTHER,OTH,Other operating,112815.37,254,254
NS20,NovaSpace France S.A.S.,2024,10,REVENUE,REV,Revenue,-21759830.31,872,0
NS20,NovaSpace France S.A.S.,2024,11,COST_OF_SALES,MAT,Material,7394248.25,2508,120
NS20,NovaSpace France S.A.S.,2024,11,COST_OF_SALES,PER,Personnel,806558.98,614,201
NS20,NovaSpace France S.A.S.,2024,11,COST_OF_SALES,SUB,Subcontracting,12655453.65,1778,239
NS20,NovaSpace France S.A.S.,2024,11,OPERATING_EXPENSES,DEP,Depreciation,685239.79,315,0
NS20,NovaSpace France S.A.S.,2024,11,OPERATING_EXPENSES,OVH,Overhead,1038484.62,1465,220
NS20,NovaSpace France S.A.S.,2024,11,OTHER,OTH,Other operating,61139.28,205,205
NS20,NovaSpace France S.A.S.,2024,11,REVENUE,REV,Revenue,-25998927.74,916,0
NS20,NovaSpace France S.A.S.,2024,12,COST_OF_SALES,MAT,Material,6857720.15,2403,120
NS20,NovaSpace France S.A.S.,2024,12,COST_OF_SALES,PER,Personnel,842632.61,628,249
NS20,NovaSpace France S.A.S.,2024,12,COST_OF_SALES,SUB,Subcontracting,12104233.21,1729,228
NS20,NovaSpace France S.A.S.,2024,12,OPERATING_EXPENSES,DEP,Depreciation,724282.15,352,0
NS20,NovaSpace France S.A.S.,2024,12,OPERATING_EXPENSES,OVH,Overhead,1101075.91,1520,217
NS20,NovaSpace France S.A.S.,2024,12,OTHER,OTH,Other operating,96663.35,178,178
NS20,NovaSpace France S.A.S.,2024,12,REVENUE,REV,Revenue,-23913528.27,852,0
NS20,NovaSpace France S.A.S.,2024,13,COST_OF_SALES,MAT,Material,208988.72,68,68
NS20,NovaSpace France S.A.S.,2024,13,COST_OF_SALES,PER,Personnel,246211.27,152,152
NS20,NovaSpace France S.A.S.,2024,13,COST_OF_SALES,SUB,Subcontracting,1187247.58,156,156
NS20,NovaSpace France S.A.S.,2024,13,OPERATING_EXPENSES,OVH,Overhead,108488.17,139,139
NS20,NovaSpace France S.A.S.,2024,13,OTHER,OTH,Other operating,104015.77,145,145
NS20,NovaSpace France S.A.S.,2024,14,COST_OF_SALES,MAT,Material,192644.15,63,63
NS20,NovaSpace France S.A.S.,2024,14,COST_OF_SALES,PER,Personnel,212532.29,134,134
NS20,NovaSpace France S.A.S.,2024,14,COST_OF_SALES,SUB,Subcontracting,1310189.78,160,160
NS20,NovaSpace France S.A.S.,2024,14,OPERATING_EXPENSES,OVH,Overhead,108954.19,142,142
NS20,NovaSpace France S.A.S.,2024,14,OTHER,OTH,Other operating,100118.25,148,148
NS20,NovaSpace France S.A.S.,2025,1,COST_OF_SALES,MAT,Material,7103821.47,2400,146
NS20,NovaSpace France S.A.S.,2025,1,COST_OF_SALES,PER,Personnel,816246.33,640,235
NS20,NovaSpace France S.A.S.,2025,1,COST_OF_SALES,SUB,Subcontracting,11484998.61,1635,223
NS20,NovaSpace France S.A.S.,2025,1,OPERATING_EXPENSES,DEP,Depreciation,654144.3,328,0
NS20,NovaSpace France S.A.S.,2025,1,OPERATING_EXPENSES,OVH,Overhead,1070396.13,1451,240
NS20,NovaSpace France S.A.S.,2025,1,OTHER,OTH,Other operating,93088.13,222,222
NS20,NovaSpace France S.A.S.,2025,1,REVENUE,REV,Revenue,-21965811.1,859,0
NS20,NovaSpace France S.A.S.,2025,2,COST_OF_SALES,MAT,Material,6838001.45,2318,121
NS20,NovaSpace France S.A.S.,2025,2,COST_OF_SALES,PER,Personnel,981881.41,723,249
NS20,NovaSpace France S.A.S.,2025,2,COST_OF_SALES,SUB,Subcontracting,11603692.25,1654,233
NS20,NovaSpace France S.A.S.,2025,2,OPERATING_EXPENSES,DEP,Depreciation,791386.64,378,0
NS20,NovaSpace France S.A.S.,2025,2,OPERATING_EXPENSES,OVH,Overhead,1072755.36,1469,224
NS20,NovaSpace France S.A.S.,2025,2,OTHER,OTH,Other operating,73164.46,231,231
NS20,NovaSpace France S.A.S.,2025,2,REVENUE,REV,Revenue,-26988872.91,947,0
NS20,NovaSpace France S.A.S.,2025,3,COST_OF_SALES,MAT,Material,7014955.96,2394,147
NS20,NovaSpace France S.A.S.,2025,3,COST_OF_SALES,PER,Personnel,884816.73,645,201
NS20,NovaSpace France S.A.S.,2025,3,COST_OF_SALES,SUB,Subcontracting,10750032.36,1592,254
NS20,NovaSpace France S.A.S.,2025,3,OPERATING_EXPENSES,DEP,Depreciation,693024.28,331,0
NS20,NovaSpace France S.A.S.,2025,3,OPERATING_EXPENSES,OVH,Overhead,1004972.23,1356,217
NS20,NovaSpace France S.A.S.,2025,3,OTHER,OTH,Other operating,65328.15,178,178
NS20,NovaSpace France S.A.S.,2025,3,REVENUE,REV,Revenue,-22015761.56,890,0
NS20,NovaSpace France S.A.S.,2025,4,COST_OF_SALES,MAT,Material,6980704.31,2375,125
NS20,NovaSpace France S.A.S.,2025,4,COST_OF_SALES,PER,Personnel,851679.78,648,236
NS20,NovaSpace France S.A.S.,2025,4,COST_OF_SALES,SUB,Subcontracting,11914590.95,1698,236
NS20,NovaSpace France S.A.S.,2025,4,OPERATING_EXPENSES,DEP,Depreciation,811959.73,397,0
NS20,NovaSpace France S.A.S.,2025,4,OPERATING_EXPENSES,OVH,Overhead,1110795.43,1530,214
NS20,NovaSpace France S.A.S.,2025,4,OTHER,OTH,Other operating,97863.11,211,211
NS20,NovaSpace France S.A.S.,2025,4,REVENUE,REV,Revenue,-22217461.19,858,0
NS20,NovaSpace France S.A.S.,2025,5,COST_OF_SALES,MAT,Material,7203999.67,2480,128
NS20,NovaSpace France S.A.S.,2025,5,COST_OF_SALES,PER,Personnel,883429.97,654,217
NS20,NovaSpace France S.A.S.,2025,5,COST_OF_SALES,SUB,Subcontracting,11310983.45,1687,245
NS20,NovaSpace France S.A.S.,2025,5,OPERATING_EXPENSES,DEP,Depreciation,733786.38,345,0
NS20,NovaSpace France S.A.S.,2025,5,OPERATING_EXPENSES,OVH,Overhead,1058729.04,1414,211
NS20,NovaSpace France S.A.S.,2025,5,OTHER,OTH,Other operating,82969.01,209,209
NS20,NovaSpace France S.A.S.,2025,5,REVENUE,REV,Revenue,-22743290.76,836,0
NS20,NovaSpace France S.A.S.,2025,6,COST_OF_SALES,MAT,Material,7507988.92,2531,119
NS20,NovaSpace France S.A.S.,2025,6,COST_OF_SALES,PER,Personnel,878518.71,659,243
NS20,NovaSpace France S.A.S.,2025,6,COST_OF_SALES,SUB,Subcontracting,12312545.05,1714,232
NS20,NovaSpace France S.A.S.,2025,6,OPERATING_EXPENSES,DEP,Depreciation,767954.2,375,0
NS20,NovaSpace France S.A.S.,2025,6,OPERATING_EXPENSES,OVH,Overhead,1088450.65,1489,219
NS20,NovaSpace France S.A.S.,2025,6,OTHER,OTH,Other operating,83045.47,233,233
