programme_id,programme_name,programme_type,company_code,fiscal_year,fiscal_period,period_date,fiscal_period_label,account_group,amount_group_currency,total_budget_eur
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,5,2026-05-01,2026-05,OVH,75047.02,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,5,2026-05-01,2026-05,PER,55799.0,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,5,2026-05-01,2026-05,SUB,1112930.81,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,6,2026-06-01,2026-06,DEP,64266.88,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,6,2026-06-01,2026-06,MAT,561529.44,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,6,2026-06-01,2026-06,OTH,7404.21,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,6,2026-06-01,2026-06,OVH,96382.13,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,6,2026-06-01,2026-06,PER,80153.54,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS20,2026,6,2026-06-01,2026-06,SUB,944211.08,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,1,2023-01-01,2023-01,DEP,63533.55,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,1,2023-01-01,2023-01,MAT,660230.66,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,1,2023-01-01,2023-01,OTH,15698.37,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,1,2023-01-01,2023-01,OVH,151454.3,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,1,2023-01-01,2023-01,PER,131008.85,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,1,2023-01-01,2023-01,SUB,1342553.35,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,2,2023-02-01,2023-02,DEP,47221.81,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,2,2023-02-01,2023-02,MAT,613554.59,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,2,2023-02-01,2023-02,OTH,12641.61,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,2,2023-02-01,2023-02,OVH,134638.43,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,2,2023-02-01,2023-02,PER,56045.38,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,2,2023-02-01,2023-02,SUB,1175488.09,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,3,2023-03-01,2023-03,DEP,52404.25,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,3,2023-03-01,2023-03,MAT,584230.72,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,3,2023-03-01,2023-03,OTH,14077.46,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,3,2023-03-01,2023-03,OVH,148389.32,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,3,2023-03-01,2023-03,PER,120972.86,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,3,2023-03-01,2023-03,SUB,860999.9,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,4,2023-04-01,2023-04,DEP,70306.63,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,4,2023-04-01,2023-04,MAT,683487.03,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,4,2023-04-01,2023-04,OTH,9584.36,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,4,2023-04-01,2023-04,OVH,158853.7,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,4,2023-04-01,2023-04,PER,108156.31,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,4,2023-04-01,2023-04,SUB,1098422.13,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,5,2023-05-01,2023-05,DEP,72937.97,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,5,2023-05-01,2023-05,MAT,685540.68,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,5,2023-05-01,2023-05,OTH,16517.59,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,5,2023-05-01,2023-05,OVH,148648.08,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,5,2023-05-01,2023-05,PER,115224.77,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,5,2023-05-01,2023-05,SUB,1371568.41,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,6,2023-06-01,2023-06,DEP,58448.07,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,6,2023-06-01,2023-06,MAT,617564.58,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,6,2023-06-01,2023-06,OTH,12258.84,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,6,2023-06-01,2023-06,OVH,135045.56,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,6,2023-06-01,2023-06,PER,49221.92,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,6,2023-06-01,2023-06,SUB,1046882.85,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,7,2023-07-01,2023-07,DEP,53504.83,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,7,2023-07-01,2023-07,MAT,484143.54,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,7,2023-07-01,2023-07,OTH,13212.3,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,7,2023-07-01,2023-07,OVH,124380.29,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,7,2023-07-01,2023-07,PER,96253.93,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,7,2023-07-01,2023-07,SUB,1086600.93,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,8,2023-08-01,2023-08,DEP,59146.91,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,8,2023-08-01,2023-08,MAT,715669.95,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,8,2023-08-01,2023-08,OTH,5252.39,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,8,2023-08-01,2023-08,OVH,161772.55,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,8,2023-08-01,2023-08,PER,79642.4,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,8,2023-08-01,2023-08,SUB,1003154.04,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,9,2023-09-01,2023-09,DEP,59246.77,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,9,2023-09-01,2023-09,MAT,747412.14,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,9,2023-09-01,2023-09,OTH,7311.47,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,9,2023-09-01,2023-09,OVH,176191.31,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,9,2023-09-01,2023-09,PER,119017.26,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,9,2023-09-01,2023-09,SUB,1167633.0,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,10,2023-10-01,2023-10,DEP,55890.42,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,10,2023-10-01,2023-10,MAT,640670.29,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,10,2023-10-01,2023-10,OTH,10629.67,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,10,2023-10-01,2023-10,OVH,138626.51,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,10,2023-10-01,2023-10,PER,82686.36,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,10,2023-10-01,2023-10,SUB,1243692.01,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,11,2023-11-01,2023-11,DEP,76758.33,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,11,2023-11-01,2023-11,MAT,580399.2,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,11,2023-11-01,2023-11,OTH,18882.95,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,11,2023-11-01,2023-11,OVH,114041.13,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,11,2023-11-01,2023-11,PER,103229.46,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,11,2023-11-01,2023-11,SUB,1245318.99,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,12,2023-12-01,2023-12,DEP,82654.75,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,12,2023-12-01,2023-12,MAT,746777.11,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,12,2023-12-01,2023-12,OTH,19175.63,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,12,2023-12-01,2023-12,OVH,177777.76,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,12,2023-12-01,2023-12,PER,103451.3,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,12,2023-12-01,2023-12,SUB,1265226.41,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,13,2023-12-01,2023-12,MAT,14895.84,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,13,2023-12-01,2023-12,OTH,10999.92,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,13,2023-12-01,2023-12,OVH,10759.84,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,13,2023-12-01,2023-12,PER,10826.97,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,13,2023-12-01,2023-12,SUB,77285.8,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,14,2023-12-01,2023-12,MAT,25150.92,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,14,2023-12-01,2023-12,OTH,4812.24,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,14,2023-12-01,2023-12,OVH,13472.26,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,14,2023-12-01,2023-12,PER,24967.69,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2023,14,2023-12-01,2023-12,SUB,116859.97,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,1,2024-01-01,2024-01,DEP,65017.07,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,1,2024-01-01,2024-01,MAT,663749.06,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,1,2024-01-01,2024-01,OTH,5156.08,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,1,2024-01-01,2024-01,OVH,153317.97,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,1,2024-01-01,2024-01,PER,101321.72,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,1,2024-01-01,2024-01,SUB,1120397.05,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,2,2024-02-01,2024-02,DEP,68242.07,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,2,2024-02-01,2024-02,MAT,593877.52,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,2,2024-02-01,2024-02,OTH,19966.28,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,2,2024-02-01,2024-02,OVH,161532.51,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,2,2024-02-01,2024-02,PER,129630.14,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,2,2024-02-01,2024-02,SUB,1014874.17,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,3,2024-03-01,2024-03,DEP,71057.97,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,3,2024-03-01,2024-03,MAT,666973.29,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,3,2024-03-01,2024-03,OTH,9396.56,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,3,2024-03-01,2024-03,OVH,136339.8,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,3,2024-03-01,2024-03,PER,66784.29,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,3,2024-03-01,2024-03,SUB,824815.78,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,4,2024-04-01,2024-04,DEP,81011.31,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,4,2024-04-01,2024-04,MAT,617975.72,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,4,2024-04-01,2024-04,OTH,18323.97,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,4,2024-04-01,2024-04,OVH,186160.66,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,4,2024-04-01,2024-04,PER,105839.52,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,4,2024-04-01,2024-04,SUB,1480585.36,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,5,2024-05-01,2024-05,DEP,31252.23,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,5,2024-05-01,2024-05,MAT,629953.94,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,5,2024-05-01,2024-05,OTH,10465.84,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,5,2024-05-01,2024-05,OVH,126460.6,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,5,2024-05-01,2024-05,PER,123876.29,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,5,2024-05-01,2024-05,SUB,1190198.56,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,6,2024-06-01,2024-06,DEP,55260.72,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,6,2024-06-01,2024-06,MAT,636566.3,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,6,2024-06-01,2024-06,OTH,8565.02,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,6,2024-06-01,2024-06,OVH,171625.8,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,6,2024-06-01,2024-06,PER,99859.1,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,6,2024-06-01,2024-06,SUB,1064475.57,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,7,2024-07-01,2024-07,DEP,46232.74,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,7,2024-07-01,2024-07,MAT,547622.3,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,7,2024-07-01,2024-07,OTH,3228.33,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,7,2024-07-01,2024-07,OVH,138393.42,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,7,2024-07-01,2024-07,PER,87447.02,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,7,2024-07-01,2024-07,SUB,1202589.97,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,8,2024-08-01,2024-08,DEP,80472.95,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,8,2024-08-01,2024-08,MAT,684112.29,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,8,2024-08-01,2024-08,OTH,17824.5,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,8,2024-08-01,2024-08,OVH,143071.41,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,8,2024-08-01,2024-08,PER,87661.52,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,8,2024-08-01,2024-08,SUB,1420915.42,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,9,2024-09-01,2024-09,DEP,59631.3,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,9,2024-09-01,2024-09,MAT,690207.12,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,9,2024-09-01,2024-09,OTH,12231.45,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,9,2024-09-01,2024-09,OVH,157653.17,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,9,2024-09-01,2024-09,PER,124195.02,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,9,2024-09-01,2024-09,SUB,1265982.82,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,10,2024-10-01,2024-10,DEP,63311.75,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,10,2024-10-01,2024-10,MAT,680407.31,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,10,2024-10-01,2024-10,OTH,21997.91,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,10,2024-10-01,2024-10,OVH,150174.75,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,10,2024-10-01,2024-10,PER,90552.38,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,10,2024-10-01,2024-10,SUB,1465711.79,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,11,2024-11-01,2024-11,DEP,89981.81,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,11,2024-11-01,2024-11,MAT,643402.56,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,11,2024-11-01,2024-11,OTH,12156.5,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,11,2024-11-01,2024-11,OVH,142869.35,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,11,2024-11-01,2024-11,PER,105621.11,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,11,2024-11-01,2024-11,SUB,1141424.42,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,12,2024-12-01,2024-12,DEP,59178.05,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,12,2024-12-01,2024-12,MAT,735416.54,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,12,2024-12-01,2024-12,OTH,12447.2,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,12,2024-12-01,2024-12,OVH,160024.37,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,12,2024-12-01,2024-12,PER,96153.37,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,12,2024-12-01,2024-12,SUB,1314756.57,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,13,2024-12-01,2024-12,MAT,11122.9,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,13,2024-12-01,2024-12,OTH,8335.88,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,13,2024-12-01,2024-12,OVH,24153.01,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,13,2024-12-01,2024-12,PER,31360.76,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,13,2024-12-01,2024-12,SUB,88011.42,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,14,2024-12-01,2024-12,MAT,25651.64,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,14,2024-12-01,2024-12,OTH,11086.66,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,14,2024-12-01,2024-12,OVH,14059.35,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,14,2024-12-01,2024-12,PER,28899.04,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2024,14,2024-12-01,2024-12,SUB,109866.97,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,1,2025-01-01,2025-01,DEP,71437.67,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,1,2025-01-01,2025-01,MAT,601440.28,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,1,2025-01-01,2025-01,OTH,16658.73,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,1,2025-01-01,2025-01,OVH,144238.35,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,1,2025-01-01,2025-01,PER,112052.91,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,1,2025-01-01,2025-01,SUB,1009346.5,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,2,2025-02-01,2025-02,DEP,72487.06,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,2,2025-02-01,2025-02,MAT,766721.04,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,2,2025-02-01,2025-02,OTH,16749.58,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,2,2025-02-01,2025-02,OVH,190168.77,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,2,2025-02-01,2025-02,PER,112726.17,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,2,2025-02-01,2025-02,SUB,1110917.03,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,3,2025-03-01,2025-03,DEP,84899.49,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,3,2025-03-01,2025-03,MAT,660304.13,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,3,2025-03-01,2025-03,OTH,10148.46,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,3,2025-03-01,2025-03,OVH,154233.44,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,3,2025-03-01,2025-03,PER,83453.9,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,3,2025-03-01,2025-03,SUB,1244674.79,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,4,2025-04-01,2025-04,DEP,94492.54,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,4,2025-04-01,2025-04,MAT,824458.29,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,4,2025-04-01,2025-04,OTH,21840.66,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,4,2025-04-01,2025-04,OVH,166005.2,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,4,2025-04-01,2025-04,PER,128212.68,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,4,2025-04-01,2025-04,SUB,1255000.62,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,5,2025-05-01,2025-05,DEP,68958.21,690327297.27
PRG-HELIOS,Helios-3 Earth Observation Constellation,SATELLITE,NS30,2025,5,2025-05-01,2025-05,MAT,703915.49,690327297.27
