company_code,programme_id,account_group,fiscal_year,fiscal_period,period_date,fiscal_period_label,version,amount_group_currency
NS20,PRG-KESTREL,OVH,2025,3,2025-03-01,2025-03,ACTUAL,244401.54
NS20,PRG-KESTREL,OVH,2025,4,2025-04-01,2025-04,ACTUAL,244787.74
NS20,PRG-KESTREL,OVH,2025,5,2025-05-01,2025-05,ACTUAL,274203.47
NS20,PRG-KESTREL,OVH,2025,6,2025-06-01,2025-06,ACTUAL,271694.16
NS20,PRG-KESTREL,OVH,2025,7,2025-07-01,2025-07,ACTUAL,290557.05
NS20,PRG-KESTREL,OVH,2025,8,2025-08-01,2025-08,ACTUAL,314630.43
NS20,PRG-KESTREL,OVH,2025,9,2025-09-01,2025-09,ACTUAL,423768.41
NS20,PRG-KESTREL,OVH,2025,10,2025-10-01,2025-10,ACTUAL,359040.14
NS20,PRG-KESTREL,OVH,2025,11,2025-11-01,2025-11,ACTUAL,338354.38
NS20,PRG-KESTREL,OVH,2025,12,2025-12-01,2025-12,ACTUAL,391719.47
NS20,PRG-KESTREL,OVH,2026,1,2026-01-01,2026-01,ACTUAL,397384.28
NS20,PRG-KESTREL,OVH,2026,2,2026-02-01,2026-02,ACTUAL,448412.05
NS20,PRG-KESTREL,OVH,2026,3,2026-03-01,2026-03,ACTUAL,449666.32
NS20,PRG-KESTREL,OVH,2026,4,2026-04-01,2026-04,ACTUAL,531865.36
NS20,PRG-KESTREL,OVH,2026,5,2026-05-01,2026-05,ACTUAL,402880.99
NS20,PRG-KESTREL,OVH,2026,6,2026-06-01,2026-06,ACTUAL,474557.14
NS20,PRG-KESTREL,PER,2023,1,2023-01-01,2023-01,ACTUAL,234234.58
NS20,PRG-KESTREL,PER,2023,2,2023-02-01,2023-02,ACTUAL,255607.36000000002
NS20,PRG-KESTREL,PER,2023,3,2023-03-01,2023-03,ACTUAL,236957.41
NS20,PRG-KESTREL,PER,2023,4,2023-04-01,2023-04,ACTUAL,241152.12
NS20,PRG-KESTREL,PER,2023,5,2023-05-01,2023-05,ACTUAL,247245.9
NS20,PRG-KESTREL,PER,2023,6,2023-06-01,2023-06,ACTUAL,237784.47
NS20,PRG-KESTREL,PER,2023,7,2023-07-01,2023-07,ACTUAL,222244.89
NS20,PRG-KESTREL,PER,2023,8,2023-08-01,2023-08,ACTUAL,249560.19
NS20,PRG-KESTREL,PER,2023,9,2023-09-01,2023-09,ACTUAL,294250.61
NS20,PRG-KESTREL,PER,2023,10,2023-10-01,2023-10,ACTUAL,236892.85
NS20,PRG-KESTREL,PER,2023,11,2023-11-01,2023-11,ACTUAL,319276.66
NS20,PRG-KESTREL,PER,2023,12,2023-12-01,2023-12,ACTUAL,277902.27999999997
NS20,PRG-KESTREL,PER,2024,1,2024-01-01,2024-01,ACTUAL,246584.03
NS20,PRG-KESTREL,PER,2024,2,2024-02-01,2024-02,ACTUAL,260093.97
NS20,PRG-KESTREL,PER,2024,3,2024-03-01,2024-03,ACTUAL,249972.15
NS20,PRG-KESTREL,PER,2024,4,2024-04-01,2024-04,ACTUAL,254429.1
NS20,PRG-KESTREL,PER,2024,5,2024-05-01,2024-05,ACTUAL,244638.38
NS20,PRG-KESTREL,PER,2024,6,2024-06-01,2024-06,ACTUAL,273721.18
NS20,PRG-KESTREL,PER,2024,7,2024-07-01,2024-07,ACTUAL,229408.0
NS20,PRG-KESTREL,PER,2024,8,2024-08-01,2024-08,ACTUAL,256441.87
NS20,PRG-KESTREL,PER,2024,9,2024-09-01,2024-09,ACTUAL,217138.56
NS20,PRG-KESTREL,PER,2024,10,2024-10-01,2024-10,ACTUAL,289606.07
NS20,PRG-KESTREL,PER,2024,11,2024-11-01,2024-11,ACTUAL,250466.74
NS20,PRG-KESTREL,PER,2024,12,2024-12-01,2024-12,ACTUAL,263065.57
NS20,PRG-KESTREL,PER,2025,1,2025-01-01,2025-01,ACTUAL,225458.42
NS20,PRG-KESTREL,PER,2025,2,2025-02-01,2025-02,ACTUAL,261254.31
NS20,PRG-KESTREL,PER,2025,3,2025-03-01,2025-03,ACTUAL,251155.44
NS20,PRG-KESTREL,PER,2025,4,2025-04-01,2025-04,ACTUAL,202685.54
NS20,PRG-KESTREL,PER,2025,5,2025-05-01,2025-05,ACTUAL,242757.76
NS20,PRG-KESTREL,PER,2025,6,2025-06-01,2025-06,ACTUAL,228848.5
NS20,PRG-KESTREL,PER,2025,7,2025-07-01,2025-07,ACTUAL,245508.94
NS20,PRG-KESTREL,PER,2025,8,2025-08-01,2025-08,ACTUAL,282365.06
NS20,PRG-KESTREL,PER,2025,9,2025-09-01,2025-09,ACTUAL,277382.92
NS20,PRG-KESTREL,PER,2025,10,2025-10-01,2025-10,ACTUAL,316232.38
NS20,PRG-KESTREL,PER,2025,11,2025-11-01,2025-11,ACTUAL,334011.55
NS20,PRG-KESTREL,PER,2025,12,2025-12-01,2025-12,ACTUAL,335370.39
NS20,PRG-KESTREL,PER,2026,1,2026-01-01,2026-01,ACTUAL,360583.39
NS20,PRG-KESTREL,PER,2026,2,2026-02-01,2026-02,ACTUAL,519300.04
NS20,PRG-KESTREL,PER,2026,3,2026-03-01,2026-03,ACTUAL,385400.8
NS20,PRG-KESTREL,PER,2026,4,2026-04-01,2026-04,ACTUAL,543163.47
NS20,PRG-KESTREL,PER,2026,5,2026-05-01,2026-05,ACTUAL,479187.49
NS20,PRG-KESTREL,PER,2026,6,2026-06-01,2026-06,ACTUAL,429655.14
NS20,PRG-KESTREL,SUB,2023,1,2023-01-01,2023-01,ACTUAL,3563697.07
NS20,PRG-KESTREL,SUB,2023,2,2023-02-01,2023-02,ACTUAL,2846441.83
NS20,PRG-KESTREL,SUB,2023,3,2023-03-01,2023-03,ACTUAL,3256201.28
NS20,PRG-KESTREL,SUB,2023,4,2023-04-01,2023-04,ACTUAL,3202869.26
NS20,PRG-KESTREL,SUB,2023,5,2023-05-01,2023-05,ACTUAL,3392756.24
NS20,PRG-KESTREL,SUB,2023,6,2023-06-01,2023-06,ACTUAL,3127857.87
NS20,PRG-KESTREL,SUB,2023,7,2023-07-01,2023-07,ACTUAL,2991125.14
NS20,PRG-KESTREL,SUB,2023,8,2023-08-01,2023-08,ACTUAL,2971966.68
NS20,PRG-KESTREL,SUB,2023,9,2023-09-01,2023-09,ACTUAL,3463321.4
NS20,PRG-KESTREL,SUB,2023,10,2023-10-01,2023-10,ACTUAL,2898549.38
NS20,PRG-KESTREL,SUB,2023,11,2023-11-01,2023-11,ACTUAL,3491359.76
NS20,PRG-KESTREL,SUB,2023,12,2023-12-01,2023-12,ACTUAL,3656694.63
NS20,PRG-KESTREL,SUB,2024,1,2024-01-01,2024-01,ACTUAL,3540391.75
NS20,PRG-KESTREL,SUB,2024,2,2024-02-01,2024-02,ACTUAL,3754744.18
NS20,PRG-KESTREL,SUB,2024,3,2024-03-01,2024-03,ACTUAL,3491899.44
NS20,PRG-KESTREL,SUB,2024,4,2024-04-01,2024-04,ACTUAL,3536686.54
NS20,PRG-KESTREL,SUB,2024,5,2024-05-01,2024-05,ACTUAL,3330807.58
NS20,PRG-KESTREL,SUB,2024,6,2024-06-01,2024-06,ACTUAL,3267897.73
NS20,PRG-KESTREL,SUB,2024,7,2024-07-01,2024-07,ACTUAL,3051629.53
NS20,PRG-KESTREL,SUB,2024,8,2024-08-01,2024-08,ACTUAL,2975801.8
NS20,PRG-KESTREL,SUB,2024,9,2024-09-01,2024-09,ACTUAL,2578830.79
NS20,PRG-KESTREL,SUB,2024,10,2024-10-01,2024-10,ACTUAL,3763076.92
NS20,PRG-KESTREL,SUB,2024,11,2024-11-01,2024-11,ACTUAL,3647253.82
NS20,PRG-KESTREL,SUB,2024,12,2024-12-01,2024-12,ACTUAL,3598972.39
NS20,PRG-KESTREL,SUB,2025,1,2025-01-01,2025-01,ACTUAL,3160614.85
NS20,PRG-KESTREL,SUB,2025,2,2025-02-01,2025-02,ACTUAL,2980734.6
NS20,PRG-KESTREL,SUB,2025,3,2025-03-01,2025-03,ACTUAL,3132567.04
NS20,PRG-KESTREL,SUB,2025,4,2025-04-01,2025-04,ACTUAL,3182335.13
NS20,PRG-KESTREL,SUB,2025,5,2025-05-01,2025-05,ACTUAL,3459869.78
NS20,PRG-KESTREL,SUB,2025,6,2025-06-01,2025-06,ACTUAL,3627741.07
NS20,PRG-KESTREL,SUB,2025,7,2025-07-01,2025-07,ACTUAL,3483246.9
NS20,PRG-KESTREL,SUB,2025,8,2025-08-01,2025-08,ACTUAL,4206257.11
NS20,PRG-KESTREL,SUB,2025,9,2025-09-01,2025-09,ACTUAL,4738398.7
NS20,PRG-KESTREL,SUB,2025,10,2025-10-01,2025-10,ACTUAL,4160349.21
NS20,PRG-KESTREL,SUB,2025,11,2025-11-01,2025-11,ACTUAL,4030203.82
NS20,PRG-KESTREL,SUB,2025,12,2025-12-01,2025-12,ACTUAL,5478659.07
NS20,PRG-KESTREL,SUB,2026,1,2026-01-01,2026-01,ACTUAL,5025651.65
NS20,PRG-KESTREL,SUB,2026,2,2026-02-01,2026-02,ACTUAL,6165447.3
NS20,PRG-KESTREL,SUB,2026,3,2026-03-01,2026-03,ACTUAL,5311125.9
NS20,PRG-KESTREL,SUB,2026,4,2026-04-01,2026-04,ACTUAL,5815402.62
NS20,PRG-KESTREL,SUB,2026,5,2026-05-01,2026-05,ACTUAL,5343207.86
NS20,PRG-KESTREL,SUB,2026,6,2026-06-01,2026-06,ACTUAL,5575103.39
NS20,PRG-LYRA,DEP,2024,7,2024-07-01,2024-07,ACTUAL,20202.53
NS20,PRG-LYRA,DEP,2024,8,2024-08-01,2024-08,ACTUAL,17250.94
NS20,PRG-LYRA,DEP,2024,9,2024-09-01,2024-09,ACTUAL,21405.559999999998
NS20,PRG-LYRA,DEP,2024,10,2024-10-01,2024-10,ACTUAL,17403.93
NS20,PRG-LYRA,DEP,2024,11,2024-11-01,2024-11,ACTUAL,8834.130000000001
NS20,PRG-LYRA,DEP,2024,12,2024-12-01,2024-12,ACTUAL,9263.449999999999
NS20,PRG-LYRA,DEP,2025,1,2025-01-01,2025-01,ACTUAL,16477.989999999998
NS20,PRG-LYRA,DEP,2025,2,2025-02-01,2025-02,ACTUAL,15087.34
NS20,PRG-LYRA,DEP,2025,3,2025-03-01,2025-03,ACTUAL,37478.51
NS20,PRG-LYRA,DEP,2025,4,2025-04-01,2025-04,ACTUAL,38811.69
NS20,PRG-LYRA,DEP,2025,5,2025-05-01,2025-05,ACTUAL,21411.29
NS20,PRG-LYRA,DEP,2025,6,2025-06-01,2025-06,ACTUAL,38745.979999999996
NS20,PRG-LYRA,DEP,2025,7,2025-07-01,2025-07,ACTUAL,23321.05
NS20,PRG-LYRA,DEP,2025,8,2025-08-01,2025-08,ACTUAL,17639.7
NS20,PRG-LYRA,DEP,2025,9,2025-09-01,2025-09,ACTUAL,30419.329999999998
NS20,PRG-LYRA,DEP,2025,10,2025-10-01,2025-10,ACTUAL,15309.34
NS20,PRG-LYRA,DEP,2025,11,2025-11-01,2025-11,ACTUAL,10695.18
NS20,PRG-LYRA,DEP,2025,12,2025-12-01,2025-12,ACTUAL,27803.23
NS20,PRG-LYRA,DEP,2026,1,2026-01-01,2026-01,ACTUAL,17522.01
NS20,PRG-LYRA,DEP,2026,2,2026-02-01,2026-02,ACTUAL,27870.6
NS20,PRG-LYRA,DEP,2026,3,2026-03-01,2026-03,ACTUAL,24190.28
NS20,PRG-LYRA,DEP,2026,4,2026-04-01,2026-04,ACTUAL,26726.29
NS20,PRG-LYRA,DEP,2026,5,2026-05-01,2026-05,ACTUAL,28238.53
NS20,PRG-LYRA,DEP,2026,6,2026-06-01,2026-06,ACTUAL,15060.36
NS20,PRG-LYRA,MAT,2024,7,2024-07-01,2024-07,ACTUAL,220837.63
NS20,PRG-LYRA,MAT,2024,8,2024-08-01,2024-08,ACTUAL,198920.09
NS20,PRG-LYRA,MAT,2024,9,2024-09-01,2024-09,ACTUAL,185511.9
NS20,PRG-LYRA,MAT,2024,10,2024-10-01,2024-10,ACTUAL,223017.97
NS20,PRG-LYRA,MAT,2024,11,2024-11-01,2024-11,ACTUAL,230088.32
NS20,PRG-LYRA,MAT,2024,12,2024-12-01,2024-12,ACTUAL,177262.69
NS20,PRG-LYRA,MAT,2025,1,2025-01-01,2025-01,ACTUAL,177744.1
NS20,PRG-LYRA,MAT,2025,2,2025-02-01,2025-02,ACTUAL,202409.84
NS20,PRG-LYRA,MAT,2025,3,2025-03-01,2025-03,ACTUAL,236606.1
NS20,PRG-LYRA,MAT,2025,4,2025-04-01,2025-04,ACTUAL,167914.58
NS20,PRG-LYRA,MAT,2025,5,2025-05-01,2025-05,ACTUAL,201268.34
NS20,PRG-LYRA,MAT,2025,6,2025-06-01,2025-06,ACTUAL,241274.02
NS20,PRG-LYRA,MAT,2025,7,2025-07-01,2025-07,ACTUAL,198015.47
NS20,PRG-LYRA,MAT,2025,8,2025-08-01,2025-08,ACTUAL,282499.5
NS20,PRG-LYRA,MAT,2025,9,2025-09-01,2025-09,ACTUAL,269005.43
NS20,PRG-LYRA,MAT,2025,10,2025-10-01,2025-10,ACTUAL,209213.99
NS20,PRG-LYRA,MAT,2025,11,2025-11-01,2025-11,ACTUAL,156874.88999999998
NS20,PRG-LYRA,MAT,2025,12,2025-12-01,2025-12,ACTUAL,251077.71
NS20,PRG-LYRA,MAT,2026,1,2026-01-01,2026-01,ACTUAL,221740.0
NS20,PRG-LYRA,MAT,2026,2,2026-02-01,2026-02,ACTUAL,249518.06
NS20,PRG-LYRA,MAT,2026,3,2026-03-01,2026-03,ACTUAL,214204.99
NS20,PRG-LYRA,MAT,2026,4,2026-04-01,2026-04,ACTUAL,227195.6
NS20,PRG-LYRA,MAT,2026,5,2026-05-01,2026-05,ACTUAL,200140.09
NS20,PRG-LYRA,MAT,2026,6,2026-06-01,2026-06,ACTUAL,214255.25
NS20,PRG-LYRA,OTH,2024,7,2024-07-01,2024-07,ACTUAL,3718.7000000000003
NS20,PRG-LYRA,OTH,2024,8,2024-08-01,2024-08,ACTUAL,216.13
NS20,PRG-LYRA,OTH,2024,9,2024-09-01,2024-09,ACTUAL,3663.79
NS20,PRG-LYRA,OTH,2024,10,2024-10-01,2024-10,ACTUAL,4258.78
NS20,PRG-LYRA,OTH,2024,11,2024-11-01,2024-11,ACTUAL,-607.4099999999999
NS20,PRG-LYRA,OTH,2024,12,2024-12-01,2024-12,ACTUAL,6636.66
NS20,PRG-LYRA,OTH,2025,1,2025-01-01,2025-01,ACTUAL,883.9899999999998
NS20,PRG-LYRA,OTH,2025,2,2025-02-01,2025-02,ACTUAL,2894.2500000000005
NS20,PRG-LYRA,OTH,2025,3,2025-03-01,2025-03,ACTUAL,1352.19
NS20,PRG-LYRA,OTH,2025,4,2025-04-01,2025-04,ACTUAL,1631.9699999999998
NS20,PRG-LYRA,OTH,2025,5,2025-05-01,2025-05,ACTUAL,-1163.4499999999998
NS20,PRG-LYRA,OTH,2025,6,2025-06-01,2025-06,ACTUAL,5740.28
NS20,PRG-LYRA,OTH,2025,7,2025-07-01,2025-07,ACTUAL,3399.15
NS20,PRG-LYRA,OTH,2025,8,2025-08-01,2025-08,ACTUAL,2929.85
NS20,PRG-LYRA,OTH,2025,9,2025-09-01,2025-09,ACTUAL,2762.7400000000002
NS20,PRG-LYRA,OTH,2025,10,2025-10-01,2025-10,ACTUAL,3758.61
NS20,PRG-LYRA,OTH,2025,11,2025-11-01,2025-11,ACTUAL,-890.0500000000002
NS20,PRG-LYRA,OTH,2025,12,2025-12-01,2025-12,ACTUAL,4494.47
NS20,PRG-LYRA,OTH,2026,1,2026-01-01,2026-01,ACTUAL,1142.3
NS20,PRG-LYRA,OTH,2026,2,2026-02-01,2026-02,ACTUAL,3889.69
NS20,PRG-LYRA,OTH,2026,3,2026-03-01,2026-03,ACTUAL,2276.1899999999996
NS20,PRG-LYRA,OTH,2026,4,2026-04-01,2026-04,ACTUAL,5667.84
NS20,PRG-LYRA,OTH,2026,5,2026-05-01,2026-05,ACTUAL,1072.5
NS20,PRG-LYRA,OTH,2026,6,2026-06-01,2026-06,ACTUAL,2762.6800000000003
NS20,PRG-LYRA,OVH,2024,7,2024-07-01,2024-07,ACTUAL,55668.59
NS20,PRG-LYRA,OVH,2024,8,2024-08-01,2024-08,ACTUAL,46836.409999999996
NS20,PRG-LYRA,OVH,2024,9,2024-09-01,2024-09,ACTUAL,49682.95
NS20,PRG-LYRA,OVH,2024,10,2024-10-01,2024-10,ACTUAL,59781.33
NS20,PRG-LYRA,OVH,2024,11,2024-11-01,2024-11,ACTUAL,54758.0
NS20,PRG-LYRA,OVH,2024,12,2024-12-01,2024-12,ACTUAL,52714.62
NS20,PRG-LYRA,OVH,2025,1,2025-01-01,2025-01,ACTUAL,43999.48
NS20,PRG-LYRA,OVH,2025,2,2025-02-01,2025-02,ACTUAL,59186.85
NS20,PRG-LYRA,OVH,2025,3,2025-03-01,2025-03,ACTUAL,69405.14
NS20,PRG-LYRA,OVH,2025,4,2025-04-01,2025-04,ACTUAL,57449.51
NS20,PRG-LYRA,OVH,2025,5,2025-05-01,2025-05,ACTUAL,50588.44
NS20,PRG-LYRA,OVH,2025,6,2025-06-01,2025-06,ACTUAL,50877.16
NS20,PRG-LYRA,OVH,2025,7,2025-07-01,2025-07,ACTUAL,55879.74
NS20,PRG-LYRA,OVH,2025,8,2025-08-01,2025-08,ACTUAL,52652.78
NS20,PRG-LYRA,OVH,2025,9,2025-09-01,2025-09,ACTUAL,75792.31
NS20,PRG-LYRA,OVH,2025,10,2025-10-01,2025-10,ACTUAL,59890.97
NS20,PRG-LYRA,OVH,2025,11,2025-11-01,2025-11,ACTUAL,50407.92
NS20,PRG-LYRA,OVH,2025,12,2025-12-01,2025-12,ACTUAL,50515.28
NS20,PRG-LYRA,OVH,2026,1,2026-01-01,2026-01,ACTUAL,67489.22
NS20,PRG-LYRA,OVH,2026,2,2026-02-01,2026-02,ACTUAL,61775.7
NS20,PRG-LYRA,OVH,2026,3,2026-03-01,2026-03,ACTUAL,62479.81
NS20,PRG-LYRA,OVH,2026,4,2026-04-01,2026-04,ACTUAL,52815.82
NS20,PRG-LYRA,OVH,2026,5,2026-05-01,2026-05,ACTUAL,52031.02
NS20,PRG-LYRA,OVH,2026,6,2026-06-01,2026-06,ACTUAL,57338.92
NS20,PRG-LYRA,PER,2024,7,2024-07-01,2024-07,ACTUAL,19197.54
NS20,PRG-LYRA,PER,2024,8,2024-08-01,2024-08,ACTUAL,17489.57
NS20,PRG-LYRA,PER,2024,9,2024-09-01,2024-09,ACTUAL,27587.32
NS20,PRG-LYRA,PER,2024,10,2024-10-01,2024-10,ACTUAL,32069.670000000002
NS20,PRG-LYRA,PER,2024,11,2024-11-01,2024-11,ACTUAL,12080.57
NS20,PRG-LYRA,PER,2024,12,2024-12-01,2024-12,ACTUAL,24904.82
NS20,PRG-LYRA,PER,2025,1,2025-01-01,2025-01,ACTUAL,27663.61
NS20,PRG-LYRA,PER,2025,2,2025-02-01,2025-02,ACTUAL,32310.02
NS20,PRG-LYRA,PER,2025,3,2025-03-01,2025-03,ACTUAL,20291.26
NS20,PRG-LYRA,PER,2025,4,2025-04-01,2025-04,ACTUAL,38764.25
NS20,PRG-LYRA,PER,2025,5,2025-05-01,2025-05,ACTUAL,23262.579999999998
NS20,PRG-LYRA,PER,2025,6,2025-06-01,2025-06,ACTUAL,23106.12
NS20,PRG-LYRA,PER,2025,7,2025-07-01,2025-07,ACTUAL,32754.1
NS20,PRG-LYRA,PER,2025,8,2025-08-01,2025-08,ACTUAL,20799.03
NS20,PRG-LYRA,PER,2025,9,2025-09-01,2025-09,ACTUAL,23180.3
NS20,PRG-LYRA,PER,2025,10,2025-10-01,2025-10,ACTUAL,41057.55
NS20,PRG-LYRA,PER,2025,11,2025-11-01,2025-11,ACTUAL,37229.12
NS20,PRG-LYRA,PER,2025,12,2025-12-01,2025-12,ACTUAL,26963.79
NS20,PRG-LYRA,PER,2026,1,2026-01-01,2026-01,ACTUAL,20130.3
NS20,PRG-LYRA,PER,2026,2,2026-02-01,2026-02,ACTUAL,31231.02
NS20,PRG-LYRA,PER,2026,3,2026-03-01,2026-03,ACTUAL,30056.59
NS20,PRG-LYRA,PER,2026,4,2026-04-01,2026-04,ACTUAL,37209.6
NS20,PRG-LYRA,PER,2026,5,2026-05-01,2026-05,ACTUAL,24280.35
NS20,PRG-LYRA,PER,2026,6,2026-06-01,2026-06,ACTUAL,49351.74
NS20,PRG-LYRA,SUB,2024,7,2024-07-01,2024-07,ACTUAL,373059.34
NS20,PRG-LYRA,SUB,2024,8,2024-08-01,2024-08,ACTUAL,402973.54
NS20,PRG-LYRA,SUB,2024,9,2024-09-01,2024-09,ACTUAL,305278.82
NS20,PRG-LYRA,SUB,2024,10,2024-10-01,2024-10,ACTUAL,320332.38
NS20,PRG-LYRA,SUB,2024,11,2024-11-01,2024-11,ACTUAL,350060.26
NS20,PRG-LYRA,SUB,2024,12,2024-12-01,2024-12,ACTUAL,381924.23
NS20,PRG-LYRA,SUB,2025,1,2025-01-01,2025-01,ACTUAL,322874.83999999997
NS20,PRG-LYRA,SUB,2025,2,2025-02-01,2025-02,ACTUAL,505702.35
NS20,PRG-LYRA,SUB,2025,3,2025-03-01,2025-03,ACTUAL,142745.69
NS20,PRG-LYRA,SUB,2025,4,2025-04-01,2025-04,ACTUAL,281954.49
NS20,PRG-LYRA,SUB,2025,5,2025-05-01,2025-05,ACTUAL,344293.31
NS20,PRG-LYRA,SUB,2025,6,2025-06-01,2025-06,ACTUAL,579232.32
NS20,PRG-LYRA,SUB,2025,7,2025-07-01,2025-07,ACTUAL,350517.53
NS20,PRG-LYRA,SUB,2025,8,2025-08-01,2025-08,ACTUAL,413971.89
NS20,PRG-LYRA,SUB,2025,9,2025-09-01,2025-09,ACTUAL,384321.16
NS20,PRG-LYRA,SUB,2025,10,2025-10-01,2025-10,ACTUAL,211923.16
NS20,PRG-LYRA,SUB,2025,11,2025-11-01,2025-11,ACTUAL,302458.14
NS20,PRG-LYRA,SUB,2025,12,2025-12-01,2025-12,ACTUAL,429482.63
NS20,PRG-LYRA,SUB,2026,1,2026-01-01,2026-01,ACTUAL,446912.89
NS20,PRG-LYRA,SUB,2026,2,2026-02-01,2026-02,ACTUAL,370865.71
NS20,PRG-LYRA,SUB,2026,3,2026-03-01,2026-03,ACTUAL,274445.57
NS20,PRG-LYRA,SUB,2026,4,2026-04-01,2026-04,ACTUAL,258041.14
NS20,PRG-LYRA,SUB,2026,5,2026-05-01,2026-05,ACTUAL,257202.22
NS20,PRG-LYRA,SUB,2026,6,2026-06-01,2026-06,ACTUAL,371327.13
NS20,PRG-MERIDIAN,DEP,2023,7,2023-07-01,2023-07,ACTUAL,59431.99
NS20,PRG-MERIDIAN,DEP,2023,8,2023-08-01,2023-08,ACTUAL,80474.2
NS20,PRG-MERIDIAN,DEP,2023,9,2023-09-01,2023-09,ACTUAL,94052.28
NS20,PRG-MERIDIAN,DEP,2023,10,2023-10-01,2023-10,ACTUAL,59581.45
NS20,PRG-MERIDIAN,DEP,2023,11,2023-11-01,2023-11,ACTUAL,74619.97
NS20,PRG-MERIDIAN,DEP,2023,12,2023-12-01,2023-12,ACTUAL,84169.74
NS20,PRG-MERIDIAN,DEP,2024,1,2024-01-01,2024-01,ACTUAL,52964.33
NS20,PRG-MERIDIAN,DEP,2024,2,2024-02-01,2024-02,ACTUAL,75982.47
NS20,PRG-MERIDIAN,DEP,2024,3,2024-03-01,2024-03,ACTUAL,78685.87
NS20,PRG-MERIDIAN,DEP,2024,4,2024-04-01,2024-04,ACTUAL,74341.05
NS20,PRG-MERIDIAN,DEP,2024,5,2024-05-01,2024-05,ACTUAL,79525.23
NS20,PRG-MERIDIAN,DEP,2024,6,2024-06-01,2024-06,ACTUAL,80851.31
NS20,PRG-MERIDIAN,DEP,2024,7,2024-07-01,2024-07,ACTUAL,74200.16
NS20,PRG-MERIDIAN,DEP,2024,8,2024-08-01,2024-08,ACTUAL,69681.09
NS20,PRG-MERIDIAN,DEP,2024,9,2024-09-01,2024-09,ACTUAL,90926.78
NS20,PRG-MERIDIAN,DEP,2024,10,2024-10-01,2024-10,ACTUAL,84576.3
NS20,PRG-MERIDIAN,DEP,2024,11,2024-11-01,2024-11,ACTUAL,89832.24
NS20,PRG-MERIDIAN,DEP,2024,12,2024-12-01,2024-12,ACTUAL,75999.18
NS20,PRG-MERIDIAN,DEP,2025,1,2025-01-01,2025-01,ACTUAL,71547.51
NS20,PRG-MERIDIAN,DEP,2025,2,2025-02-01,2025-02,ACTUAL,90050.54
NS20,PRG-MERIDIAN,DEP,2025,3,2025-03-01,2025-03,ACTUAL,62039.38
NS20,PRG-MERIDIAN,DEP,2025,4,2025-04-01,2025-04,ACTUAL,89910.61
NS20,PRG-MERIDIAN,DEP,2025,5,2025-05-01,2025-05,ACTUAL,89549.11
NS20,PRG-MERIDIAN,DEP,2025,6,2025-06-01,2025-06,ACTUAL,76193.27
NS20,PRG-MERIDIAN,DEP,2025,7,2025-07-01,2025-07,ACTUAL,77098.77
NS20,PRG-MERIDIAN,DEP,2025,8,2025-08-01,2025-08,ACTUAL,50253.78
NS20,PRG-MERIDIAN,DEP,2025,9,2025-09-01,2025-09,ACTUAL,75068.32
NS20,PRG-MERIDIAN,DEP,2025,10,2025-10-01,2025-10,ACTUAL,85789.86
NS20,PRG-MERIDIAN,DEP,2025,11,2025-11-01,2025-11,ACTUAL,71388.65
NS20,PRG-MERIDIAN,DEP,2025,12,2025-12-01,2025-12,ACTUAL,114586.32
NS20,PRG-MERIDIAN,DEP,2026,1,2026-01-01,2026-01,ACTUAL,91672.28
NS20,PRG-MERIDIAN,DEP,2026,2,2026-02-01,2026-02,ACTUAL,54472.14
NS20,PRG-MERIDIAN,DEP,2026,3,2026-03-01,2026-03,ACTUAL,90638.05
NS20,PRG-MERIDIAN,DEP,2026,4,2026-04-01,2026-04,ACTUAL,96966.43
NS20,PRG-MERIDIAN,DEP,2026,5,2026-05-01,2026-05,ACTUAL,79185.17
NS20,PRG-MERIDIAN,DEP,2026,6,2026-06-01,2026-06,ACTUAL,70249.75
NS20,PRG-MERIDIAN,MAT,2023,7,2023-07-01,2023-07,ACTUAL,588725.39
NS20,PRG-MERIDIAN,MAT,2023,8,2023-08-01,2023-08,ACTUAL,690608.34
NS20,PRG-MERIDIAN,MAT,2023,9,2023-09-01,2023-09,ACTUAL,687375.56
NS20,PRG-MERIDIAN,MAT,2023,10,2023-10-01,2023-10,ACTUAL,640635.63
NS20,PRG-MERIDIAN,MAT,2023,11,2023-11-01,2023-11,ACTUAL,766576.41
NS20,PRG-MERIDIAN,MAT,2023,12,2023-12-01,2023-12,ACTUAL,709819.43
NS20,PRG-MERIDIAN,MAT,2024,1,2024-01-01,2024-01,ACTUAL,727973.52
NS20,PRG-MERIDIAN,MAT,2024,2,2024-02-01,2024-02,ACTUAL,763095.65
NS20,PRG-MERIDIAN,MAT,2024,3,2024-03-01,2024-03,ACTUAL,678360.34
NS20,PRG-MERIDIAN,MAT,2024,4,2024-04-01,2024-04,ACTUAL,678618.41
NS20,PRG-MERIDIAN,MAT,2024,5,2024-05-01,2024-05,ACTUAL,713387.8
NS20,PRG-MERIDIAN,MAT,2024,6,2024-06-01,2024-06,ACTUAL,723833.42
NS20,PRG-MERIDIAN,MAT,2024,7,2024-07-01,2024-07,ACTUAL,646582.71
NS20,PRG-MERIDIAN,MAT,2024,8,2024-08-01,2024-08,ACTUAL,689823.09
NS20,PRG-MERIDIAN,MAT,2024,9,2024-09-01,2024-09,ACTUAL,695963.11
NS20,PRG-MERIDIAN,MAT,2024,10,2024-10-01,2024-10,ACTUAL,770977.99
